,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Protein_ID,Annotation,Dcor_Gene,padj
3994,492.3702445,0.067441423,0.643205986,0.104851983,0.916493261,0.971954697,Hol_evm.model.scaffold05392.4,Serine/threonine-protein phosphatase 4 catalytic subunit,Dcor_evm.model.hic_scaffold_2_pilon.179,0.971954697
4927,211.8705036,0.071883982,0.683947653,0.105101584,0.916295202,0.971954697,Hol_evm.model.scaffold06934.12,Attractin-like protein 1,Dcor_evm.model.hic_scaffold_3_pilon.1159,0.971954697
5266,336.5379677,-0.1063597,1.013035046,-0.104991136,0.916382842,0.971954697,Hol_evm.model.scaffold07617.3,Modifier of mdg4,Dcor_evm.model.hic_scaffold_6_pilon.16,0.971954697
7299,468.4941968,-0.05687039,0.541836641,-0.104958554,0.916408696,0.971954697,Hol_evm.model.scaffold11155.7,"28S ribosomal protein S35, mitochondrial",Dcor_evm.model.hic_scaffold_6_pilon.593,0.971954697
8021,20.0377363,0.135419458,1.292067655,0.104808334,0.916527897,0.971954697,Hol_evm.model.scaffold12139.4,NA,NA,0.971954697
4552,33.37616857,-0.116066062,1.110244805,-0.104540964,0.916740062,0.972014188,Hol_evm.model.scaffold06261.1,NA,NA,0.972014188
8932,51.50634669,-0.089737258,0.858565183,-0.104520029,0.916756675,0.972014188,Hol_evm.model.scaffold13981.1,hmr-1,NA,0.972014188
3942,1051.767326,-0.076513107,0.733285345,-0.104342882,0.916897248,0.972071685,Hol_evm.model.scaffold05330.5,hypothetical protein LSTR_LSTR011508,Dcor_evm.model.hic_scaffold_13_pilon.104,0.972071685
3274,41.08557053,0.103607886,0.994251282,0.104206942,0.917005125,0.97209451,Hol_evm.model.scaffold04416.3,NA,NA,0.97209451
4303,124.9317316,0.076215101,0.733206015,0.10394773,0.917210829,0.972221026,Hol_evm.model.scaffold05788.4,-,NA,0.972221026
4818,1049.140453,-0.064699096,0.625604893,-0.103418462,0.91763086,0.972391588,Hol_evm.model.scaffold06717.5,SEC61B,NA,0.972391588
4896,68.42656927,0.096476464,0.931709284,0.103547818,0.9175282,0.972391588,Hol_evm.model.scaffold06880.3,PREDICTED: uncharacterized protein LOC108557768,Dcor_evm.model.hic_scaffold_10_pilon.395,0.972391588
7587,358.724926,-0.05857196,0.565931168,-0.103496615,0.917568836,0.972391588,Hol_evm.model.scaffold11530.4,U5 small nuclear ribonucleoprotein 40 kDa protein,Dcor_evm.model.hic_scaffold_1_pilon.1163,0.972391588
2035,173.4379214,0.057941874,0.561414305,0.103206979,0.917798701,0.972395775,Hol_evm.model.scaffold02741.3,AN1-type zinc finger protein 1,Dcor_evm.model.hic_scaffold_13_pilon.38,0.972395775
3883,208.4466226,0.067490147,0.654000803,0.103195817,0.91780756,0.972395775,Hol_evm.model.scaffold05242.7,DNA-directed RNA polymerase III subunit RPC2,Dcor_evm.model.hic_scaffold_7_pilon.1155,0.972395775
9370,1022.871171,0.076192324,0.742759466,0.102580079,0.918296254,0.972821985,Hol_evm.model.scaffold14865.2,Venom allergen 3,Dcor_evm.model.hic_scaffold_4_pilon.195,0.972821985
693,150.8460382,0.094468161,0.924379287,0.10219632,0.918600849,0.973053101,Hol_evm.model.scaffold00915.21,Tubulin polyglutamylase TTLL5,Dcor_evm.model.hic_scaffold_9_pilon.275,0.973053101
250,2007.171039,0.058118087,0.569460586,0.102058138,0.918710529,0.973077724,Hol_evm.model.scaffold00254.5,Peroxiredoxin-4,Dcor_evm.model.hic_scaffold_4_pilon.1273,0.973077724
1437,172.2347992,0.076967781,0.756400326,0.101755351,0.918950866,0.973149172,Hol_evm.model.scaffold01827.2,Protein HIRA,Dcor_evm.model.hic_scaffold_6_pilon.1693,0.973149172
4984,230.9778435,-0.095279854,0.936048185,-0.101789475,0.91892378,0.973149172,Hol_evm.model.scaffold07132.5,Breast cancer anti-estrogen resistance protein 1,Dcor_evm.model.hic_scaffold_6_pilon.543,0.973149172
5420,1645.171775,0.052302866,0.516725855,0.101219757,0.919376013,0.973507821,Hol_evm.model.scaffold07833.15,DOCK2,NA,0.973507821
6658,1900.075894,0.062821577,0.621910282,0.10101389,0.919539434,0.973589293,Hol_evm.model.scaffold09820.5,V-type proton ATPase subunit C,Dcor_evm.model.hic_scaffold_9_pilon.1489,0.973589293
16,59.20971136,0.099381275,0.991472912,0.100235996,0.920156969,0.973979645,Hol_evm.model.scaffold00034.10,Neuronal PAS domain-containing protein 4,Dcor_evm.model.hic_scaffold_8_pilon.781,0.973979645
20,291.3027832,-0.069405573,0.69257465,-0.100213851,0.92017455,0.973979645,Hol_evm.model.scaffold00034.14,PREDICTED: protein windpipe isoform X2,Dcor_evm.model.hic_scaffold_8_pilon.551,0.973979645
8804,14.67239943,-0.118564166,1.184296816,-0.100113556,0.920254173,0.973979645,Hol_evm.model.scaffold13740.1,NA,NA,0.973979645
10961,1408.340697,-0.050667642,0.50479954,-0.100371807,0.920049151,0.973979645,Hol_evm.model.scaffold17945.13,Bifunctional coenzyme A synthase,Dcor_evm.model.hic_scaffold_1_pilon.343,0.973979645
6672,165.8903463,0.074444437,0.745622749,0.099841961,0.920469795,0.974116276,Hol_evm.model.scaffold09844.8,RING finger protein 207,Dcor_evm.model.hic_scaffold_2_pilon.458,0.974116276
6231,145.1224339,0.085589086,0.858634575,0.099680456,0.920598017,0.974160398,Hol_evm.model.scaffold09002.9,Origin recognition complex subunit 3,Dcor_evm.model.hic_scaffold_7_pilon.1330,0.974160398
2506,2907.901682,0.050230582,0.504596958,0.099545946,0.920704809,0.974181837,Hol_evm.model.scaffold03405.2,Eukaryotic translation initiation factor 3 subunit F-1,Dcor_evm.model.hic_scaffold_5_pilon.803,0.974181837
1798,115.2614298,0.069684171,0.701766583,0.099298217,0.920901494,0.974298376,Hol_evm.model.scaffold02347.9,NA,NA,0.974298376
4760,1898.712247,0.052503364,0.529998707,0.099063192,0.921088096,0.974404228,Hol_evm.model.scaffold06621.12,"ATP synthase subunit g, mitochondrial",Dcor_evm.model.hic_scaffold_5_pilon.888,0.974404228
3042,323.1833613,0.067855959,0.691702861,0.098099868,0.921852993,0.97441263,Hol_evm.model.scaffold04112.1,-,NA,0.97441263
4567,861.9228549,-0.06041889,0.613977184,-0.098405758,0.921610103,0.97441263,Hol_evm.model.scaffold06297.1,Vacuole membrane protein 1,Dcor_evm.model.hic_scaffold_2_pilon.710,0.97441263
5088,1153.133579,-0.05120512,0.518610599,-0.098735197,0.921348522,0.97441263,Hol_evm.model.scaffold07323.1,BPTF,NA,0.97441263
5692,350.1406333,-0.052287446,0.529902155,-0.098673776,0.921397291,0.97441263,Hol_evm.model.scaffold08220.3,"39S ribosomal protein L17, mitochondrial",Dcor_evm.model.hic_scaffold_5_pilon.94,0.97441263
5801,561.8104892,0.055332262,0.563673128,0.09816374,0.921802275,0.97441263,Hol_evm.model.scaffold08316.4,Coiled-coil domain-containing protein 58,Dcor_evm.model.hic_scaffold_4_pilon.641,0.97441263
5950,423.2578033,0.071971181,0.727708493,0.098901114,0.921216784,0.97441263,Hol_evm.model.scaffold08608.7,hypothetical protein,Dcor_evm.model.hic_scaffold_15_pilon.43,0.97441263
8140,355.9443391,0.063090937,0.640521907,0.098499264,0.921535856,0.97441263,Hol_evm.model.scaffold12317.4,Inactive histone-lysine N-methyltransferase 2E,Dcor_evm.model.hic_scaffold_3_pilon.569,0.97441263
9547,646.7917895,-0.053864108,0.549229489,-0.098072134,0.921875015,0.97441263,Hol_evm.model.scaffold15156.19,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2,Dcor_evm.model.hic_scaffold_5_pilon.1478,0.97441263
10907,38.66052278,-0.098408582,1.003351461,-0.098079871,0.921868871,0.97441263,Hol_evm.model.scaffold17912.1,Kv channel-interacting protein 1,Dcor_evm.model.hic_scaffold_4_pilon.1221,0.97441263
9409,550.6914792,-0.080035771,0.818839604,-0.097742917,0.922136436,0.974597446,Hol_evm.model.scaffold14954.7,5'-3' exoribonuclease 2 homolog,Dcor_evm.model.hic_scaffold_9_pilon.1638,0.974597446
507,138.8911997,0.093090594,0.964324294,0.096534532,0.923096049,0.974706581,Hol_evm.model.scaffold00652.1,Bromodomain-containing protein 7,Dcor_evm.model.hic_scaffold_2_pilon.588,0.974706581
955,872.3540845,-0.051499922,0.536589435,-0.0959764,0.923539316,0.974706581,Hol_evm.model.scaffold01232.12,Double-stranded RNA-specific editase Adar,Dcor_evm.model.hic_scaffold_4_pilon.1136,0.974706581
998,278.0033866,-0.062861575,0.648886809,-0.096876026,0.922824848,0.974706581,Hol_evm.model.scaffold01306.3,PREDICTED: synaptonemal complex protein 1,Dcor_evm.model.hic_scaffold_3_pilon.182,0.974706581
1254,855.1955983,0.058239822,0.60369806,0.096471772,0.923145892,0.974706581,Hol_evm.model.scaffold01596.1,Neuralized-like protein 2,Dcor_evm.model.hic_scaffold_14_pilon.42,0.974706581
2700,43.67162448,-0.09430333,0.969227003,-0.097297464,0.92249017,0.974706581,Hol_evm.model.scaffold03642.5,Y-b,NA,0.974706581
3241,1043.32082,0.051624513,0.540103584,0.095582615,0.923852073,0.974706581,Hol_evm.model.scaffold04338.11,Programmed cell death 6-interacting protein ,Dcor_evm.model.hic_scaffold_4_pilon.129,0.974706581
3830,72.67768793,-0.07633929,0.788437996,-0.096823454,0.922866598,0.974706581,Hol_evm.model.scaffold05201.1,NA,NA,0.974706581
3976,190.435201,0.066396902,0.688315669,0.096462865,0.923152966,0.974706581,Hol_evm.model.scaffold05360.2,Anillin,Dcor_evm.model.hic_scaffold_9_pilon.1321,0.974706581
4462,15.04870058,-0.121268331,1.259641276,-0.096272116,0.923304456,0.974706581,Hol_evm.model.scaffold06103.2,NA,NA,0.974706581
5254,437.378572,0.058090314,0.601239926,0.096617526,0.923030138,0.974706581,Hol_evm.model.scaffold07600.11,"39S ribosomal protein L14, mitochondrial",Dcor_evm.model.hic_scaffold_5_pilon.987,0.974706581
5990,43.16897296,0.085456528,0.894671195,0.095517245,0.923903993,0.974706581,Hol_evm.model.scaffold08637.4,-,NA,0.974706581
6449,1192.728971,-0.063367967,0.651391487,-0.097280925,0.922503304,0.974706581,Hol_evm.model.scaffold09487.1,Elongation of very long chain fatty acids protein AAEL008004,Dcor_evm.model.hic_scaffold_3_pilon.1197,0.974706581
6960,159.2447992,-0.09477763,0.98920896,-0.095811536,0.923670255,0.974706581,Hol_evm.model.scaffold10455.1,Bumetanide-sensitive sodium-(potassium)-chloride cotransporter,Dcor_evm.model.hic_scaffold_4_pilon.386,0.974706581
7167,586.4481715,-0.055370137,0.57746641,-0.095884602,0.923612224,0.974706581,Hol_evm.model.scaffold10888.2,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like ,Dcor_evm.model.hic_scaffold_6_pilon.1162,0.974706581
7317,74.64455808,0.083267477,0.869956933,0.095714482,0.923747339,0.974706581,Hol_evm.model.scaffold11163.1,Kinesin-like protein KIF16B,Dcor_evm.model.hic_scaffold_9_pilon.1608,0.974706581
7458,257.9581039,-0.06339779,0.655205428,-0.096760173,0.922916853,0.974706581,Hol_evm.model.scaffold11341.1,FBXL20,NA,0.974706581
8593,91.3637346,0.115746583,1.199890262,0.096464308,0.92315182,0.974706581,Hol_evm.model.scaffold13175.1,Cytochrome P450 6a8,Dcor_evm.model.hic_scaffold_25_pilon.21,0.974706581
9308,38118.50768,0.073758633,0.770818438,0.095688724,0.923767796,0.974706581,Hol_evm.model.scaffold14723.3,hypothetical protein,Dcor_evm.model.hic_scaffold_5_pilon.423,0.974706581
9380,78.97805719,0.086582982,0.90726904,0.095432533,0.923971277,0.974706581,Hol_evm.model.scaffold14905.1,-,NA,0.974706581
10174,69.13202674,-0.10709955,1.119445142,-0.095671995,0.923781084,0.974706581,Hol_evm.model.scaffold16331.1,CYTH1,NA,0.974706581
1177,455.2409079,-0.084717664,0.889458227,-0.095246367,0.924119142,0.974771227,Hol_evm.model.scaffold01521.7,CTL-like protein 1,Dcor_evm.model.hic_scaffold_3_pilon.1128,0.974771227
6533,305.2558062,-0.091612123,0.96410356,-0.095023114,0.924296468,0.974797641,Hol_evm.model.scaffold09619.5,Gremlin-1,Dcor_evm.model.hic_scaffold_5_pilon.1147,0.974797641
8477,237.2403568,0.065447585,0.688945053,0.094996813,0.924317358,0.974797641,Hol_evm.model.scaffold12896.2,Ubiquitin carboxyl-terminal hydrolase 36,Dcor_evm.model.hic_scaffold_6_pilon.1811,0.974797641
1899,146.9784071,0.092130485,0.971905718,0.094793645,0.924478735,0.974806893,Hol_evm.model.scaffold02535.4,Irregular chiasm C-roughest protein,Dcor_evm.model.hic_scaffold_6_pilon.230,0.974806893
2130,2886.511047,-0.048435476,0.511685222,-0.094658736,0.924585895,0.974806893,Hol_evm.model.scaffold02856.1,V-type proton ATPase 116 kDa subunit a isoform 1,Dcor_evm.model.hic_scaffold_4_pilon.493,0.974806893
8200,223.5041827,0.068132672,0.719000232,0.094760292,0.924505228,0.974806893,Hol_evm.model.scaffold12363.9,RPS6KB2,NA,0.974806893
884,82.34907187,-0.084369714,0.895267419,-0.094239679,0.924918766,0.974901085,Hol_evm.model.scaffold01119.1,Putative phosphatidate phosphatase,Dcor_evm.model.hic_scaffold_9_pilon.876,0.974901085
2971,593.2599491,0.058102692,0.616258929,0.094282921,0.924884416,0.974901085,Hol_evm.model.scaffold04011.1,Tafazzin homolog,Dcor_evm.model.hic_scaffold_9_pilon.49,0.974901085
5568,77.58976001,0.090741461,0.96308872,0.094219213,0.924935023,0.974901085,Hol_evm.model.scaffold08058.5,NA,NA,0.974901085
9478,214.7790502,-0.066333555,0.706197648,-0.093930581,0.925164301,0.975051461,Hol_evm.model.scaffold15114.7,Tyrosine-protein phosphatase non-receptor type 4,Dcor_evm.model.hic_scaffold_1_pilon.683,0.975051461
9968,1498.960274,-0.056452935,0.601755168,-0.093813793,0.925257075,0.975057956,Hol_evm.model.scaffold15894.1,Ras-related GTP-binding protein C,Dcor_evm.model.hic_scaffold_7_pilon.17,0.975057956
970,543.9362191,0.052478231,0.560913288,0.093558544,0.925459842,0.975130288,Hol_evm.model.scaffold01244.2,Cytochrome P450 9e2,Dcor_evm.model.hic_scaffold_13_pilon.87,0.975130288
1991,177.0959064,0.073740159,0.788586192,0.093509321,0.925498945,0.975130288,Hol_evm.model.scaffold02676.2,hypothetical protein,Dcor_evm.model.hic_scaffold_2_pilon.201,0.975130288
300,139.4887557,-0.07262532,0.780388947,-0.093062979,0.925853528,0.975224505,Hol_evm.model.scaffold00307.4,Wee1-like protein kinase,Dcor_evm.model.hic_scaffold_3_pilon.510,0.975224505
4265,504.9397004,0.052958803,0.568226451,0.093200172,0.925744538,0.975224505,Hol_evm.model.scaffold05742.5,Zinc finger protein 830,Dcor_evm.model.hic_scaffold_10_pilon.1139,0.975224505
8089,259.7417314,0.055125552,0.592999136,0.092960594,0.925934867,0.975224505,Hol_evm.model.scaffold12239.5,Ketimine reductase mu-crystallin,Dcor_evm.model.hic_scaffold_1_pilon.804,0.975224505
9209,75.38945078,0.091415515,0.9814961,0.093138949,0.925793175,0.975224505,Hol_evm.model.scaffold14554.1,Prominin-like protein,Dcor_evm.model.hic_scaffold_1_pilon.822,0.975224505
5859,569.7849093,-0.075453462,0.813908979,-0.092705037,0.926137895,0.975347093,Hol_evm.model.scaffold08450.2,15-hydroxyprostaglandin dehydrogenase [NAD(+)],Dcor_evm.model.hic_scaffold_6_pilon.1159,0.975347093
9956,47.53799885,-0.086088132,0.931469015,-0.092421896,0.926362843,0.975492741,Hol_evm.model.scaffold15887.3,centromere protein X-like,Dcor_evm.model.hic_scaffold_9_pilon.1224,0.975492741
2920,522.2013338,0.069086903,0.750870825,0.092009039,0.926690858,0.975705107,Hol_evm.model.scaffold03928.3,AN1-type zinc finger protein 4,Dcor_evm.model.hic_scaffold_1_pilon.611,0.975705107
5137,401.135567,-0.054373216,0.591528604,-0.091919842,0.926761727,0.975705107,Hol_evm.model.scaffold07422.6,Protein FAM50 homolog,Dcor_evm.model.hic_scaffold_9_pilon.808,0.975705107
8401,301.7845681,-0.055132709,0.600307283,-0.091840813,0.926824517,0.975705107,Hol_evm.model.scaffold12739.6,hypothetical protein,Dcor_evm.model.hic_scaffold_56_pilon.12,0.975705107
3627,418.996271,-0.065433187,0.715552319,-0.091444308,0.927139557,0.975866734,Hol_evm.model.scaffold04908.8,Myotubularin-related protein 10-B,Dcor_evm.model.hic_scaffold_10_pilon.1106,0.975866734
4628,475.020429,-0.05854781,0.64036095,-0.091429388,0.927151411,0.975866734,Hol_evm.model.scaffold06393.3,Ragulator complex protein LAMTOR5,Dcor_evm.model.hic_scaffold_1_pilon.373,0.975866734
6469,28.3046279,0.117738436,1.290934801,0.091204014,0.927330486,0.975952683,Hol_evm.model.scaffold09491.25,PREDICTED: uncharacterized protein LOC108568755 isoform X1,Dcor_evm.model.hic_scaffold_8_pilon.277,0.975952683
7269,1076.656141,0.058187677,0.638664158,0.091108411,0.927406449,0.975952683,Hol_evm.model.scaffold11091.1,Vesicular integral-membrane protein VIP36,Dcor_evm.model.hic_scaffold_3_pilon.467,0.975952683
11197,15.88886237,-0.118434947,1.303565207,-0.09085464,0.927608093,0.976073644,Hol_evm.model.scaffold18425.1,NA,NA,0.976073644
8826,183.6110095,-0.066725138,0.736075195,-0.090649893,0.927770786,0.976153599,Hol_evm.model.scaffold13783.5,NA,NA,0.976153599
4486,384.7777799,0.050982911,0.563829974,0.090422491,0.927951485,0.976197671,Hol_evm.model.scaffold06175.4,Cyclin-dependent kinase 10,Dcor_evm.model.hic_scaffold_16_pilon.47,0.976197671
8191,879.1313947,0.064182128,0.710144773,0.090378934,0.927986096,0.976197671,Hol_evm.model.scaffold12357.4,Lysophospholipid acyltransferase 5,Dcor_evm.model.hic_scaffold_2_pilon.575,0.976197671
2298,197.0711041,0.081742476,0.910577401,0.089769938,0.928470038,0.97643304,Hol_evm.model.scaffold03113.1,Aladin,Dcor_evm.model.hic_scaffold_7_pilon.567,0.97643304
6571,366.4115052,-0.057918278,0.644420856,-0.089876479,0.928385372,0.97643304,Hol_evm.model.scaffold09674.2,-,NA,0.97643304
10893,654.1529667,0.065995121,0.733555246,0.089966123,0.928314136,0.97643304,Hol_evm.model.scaffold17897.5,NA,NA,0.97643304
350,989.2200066,-0.056798194,0.639893068,-0.088762009,0.929271051,0.976719027,Hol_evm.model.scaffold00364.6,Toll-interacting protein,Dcor_evm.model.hic_scaffold_5_pilon.194,0.976719027
2649,176.8875117,-0.069440267,0.780321175,-0.08898934,0.929090382,0.976719027,Hol_evm.model.scaffold03560.8,Cysteine and histidine-rich domain-containing protein,Dcor_evm.model.hic_scaffold_10_pilon.778,0.976719027
6299,144.7450034,-0.059545911,0.670217172,-0.088845696,0.929204541,0.976719027,Hol_evm.model.scaffold09114.1,Phospholipase A(2),Dcor_evm.model.hic_scaffold_1_pilon.728,0.976719027
6776,479.8734411,-0.074642238,0.841859113,-0.088663575,0.929349282,0.976719027,Hol_evm.model.scaffold10029.5,Valine--tRNA ligase ,Dcor_evm.model.hic_scaffold_6_pilon.530,0.976719027
8297,75.42195193,0.074718537,0.840764586,0.088869749,0.929185425,0.976719027,Hol_evm.model.scaffold12552.1,-,NA,0.976719027
8594,48.66661244,0.095248478,1.067672055,0.089211362,0.928913936,0.976719027,Hol_evm.model.scaffold13185.1,P protein,Dcor_evm.model.hic_scaffold_2_pilon.122,0.976719027
8827,252.96577,0.067238694,0.75624295,0.088911499,0.929152245,0.976719027,Hol_evm.model.scaffold13787.1,Cleavage stimulation factor subunit 2,Dcor_evm.model.scaffold1119_size1961.1,0.976719027
6251,258.4418767,0.065020955,0.735720234,0.088377283,0.929576817,0.976866965,Hol_evm.model.scaffold09022.3,Actin-like protein 6B,Dcor_evm.model.hic_scaffold_3_pilon.183,0.976866965
5211,46.79251696,-0.07067649,0.80322437,-0.087990968,0.929883855,0.977007227,Hol_evm.model.scaffold07578.1,NA,NA,0.977007227
10629,165.9709037,0.077328035,0.878513447,0.088021459,0.929859621,0.977007227,Hol_evm.model.scaffold17336.1,Zfp352,NA,0.977007227
1669,80.08824889,-0.097866817,1.117324133,-0.087590355,0.930202269,0.97711171,Hol_evm.model.scaffold02139.9,Actin-related protein 5,Dcor_evm.model.hic_scaffold_3_pilon.1490,0.97711171
2991,106.4088047,-0.064750669,0.738812405,-0.087641556,0.930161572,0.97711171,Hol_evm.model.scaffold04034.2,UBR3,NA,0.97711171
8354,944.1139141,0.046194003,0.527700736,0.087538258,0.930243676,0.97711171,Hol_evm.model.scaffold12681.1,DnaJ homolog subfamily C member 25 homolog,Dcor_evm.model.hic_scaffold_10_pilon.1098,0.97711171
8678,120.3853875,-0.089354241,1.022776963,-0.087364346,0.930381909,0.977116998,Hol_evm.model.scaffold13456.5,PREDICTED: uncharacterized protein LOC108559594,Dcor_evm.model.hic_scaffold_3_pilon.418,0.977116998
8770,65.33569792,-0.090892128,1.04098557,-0.087313533,0.930422297,0.977116998,Hol_evm.model.scaffold13677.2,PREDICTED: uncharacterized protein LOC108564549,Dcor_evm.model.hic_scaffold_4_pilon.655,0.977116998
356,659.2703631,-0.044455801,0.510897974,-0.087015028,0.930659567,0.977210213,Hol_evm.model.scaffold00365.1,Putative ATP-dependent RNA helicase TDRD12,Dcor_evm.model.hic_scaffold_6_pilon.545,0.977210213
3133,226.4915747,-0.049011295,0.563455351,-0.086983459,0.93068466,0.977210213,Hol_evm.model.scaffold04224.4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,Dcor_evm.model.hic_scaffold_6_pilon.434,0.977210213
1001,589.3856563,0.04921692,0.568882538,0.086515083,0.931056966,0.977418811,Hol_evm.model.scaffold01306.6,E3 ubiquitin-protein ligase Bre1,Dcor_evm.model.hic_scaffold_3_pilon.815,0.977418811
10432,42.99015703,0.090717864,1.048304206,0.086537728,0.931038966,0.977418811,Hol_evm.model.scaffold16913.5,Synaptotagmin-12,Dcor_evm.model.hic_scaffold_5_pilon.1364,0.977418811
6751,171.4542465,0.063473887,0.736619435,0.086169172,0.931331937,0.977616312,Hol_evm.model.scaffold09969.3,Poly [ADP-ribose] polymerase tankyrase ,Dcor_evm.model.hic_scaffold_10_pilon.1361,0.977616312
1002,968.4954647,0.050568662,0.591764934,0.085453968,0.93190049,0.978030737,Hol_evm.model.scaffold01315.1,hypothetical protein,Dcor_evm.model.hic_scaffold_8_pilon.363,0.978030737
6878,1103.3735,-0.046084251,0.538676177,-0.085550935,0.931823404,0.978030737,Hol_evm.model.scaffold10232.2,Cyclic AMP-dependent transcription factor ATF-6 alpha,Dcor_evm.model.hic_scaffold_10_pilon.1276,0.978030737
6282,188.1928002,-0.056390335,0.664725853,-0.084832469,0.93239458,0.978458071,Hol_evm.model.scaffold09088.1,Potassium voltage-gated channel subfamily H member 2,Dcor_evm.model.hic_scaffold_2_pilon.58,0.978458071
2402,1980.135445,0.053805411,0.635316173,0.084690762,0.932507241,0.978485089,Hol_evm.model.scaffold03297.4,Minor histocompatibility antigen H13,Dcor_evm.model.hic_scaffold_9_pilon.1738,0.978485089
8160,2075.216197,-0.053365347,0.635642256,-0.083955002,0.933092209,0.97900765,Hol_evm.model.scaffold12341.3,PREDICTED: uncharacterized protein LOC108560920,Dcor_evm.model.hic_scaffold_10_pilon.34,0.97900765
3325,14.03057502,0.097648871,1.176019238,0.083033396,0.933824985,0.97909393,Hol_evm.model.scaffold04458.3,NA,NA,0.97909393
4256,2093.750931,-0.041523458,0.498130054,-0.083358669,0.933566351,0.97909393,Hol_evm.model.scaffold05729.6,"Enoyl-CoA delta isomerase 2, mitochondrial",Dcor_evm.model.hic_scaffold_6_pilon.1759,0.97909393
5513,903.0775962,0.056628045,0.680319828,0.083237387,0.933662786,0.97909393,Hol_evm.model.scaffold07962.2,Putative hydroxypyruvate isomerase,Dcor_evm.model.hic_scaffold_8_pilon.220,0.97909393
6319,27.64508057,0.11258439,1.357846566,0.082913926,0.93391998,0.97909393,Hol_evm.model.scaffold09147.1,METTL9,NA,0.97909393
6455,73.71984529,-0.059375883,0.715955958,-0.082932312,0.933905361,0.97909393,Hol_evm.model.scaffold09491.4,NA,NA,0.97909393
7951,563.4659884,0.051131682,0.616252237,0.082972003,0.933873801,0.97909393,Hol_evm.model.scaffold12003.2,PREDICTED: uncharacterized protein LOC108558381,Dcor_evm.model.hic_scaffold_5_pilon.863,0.97909393
8642,17.3277692,0.110872709,1.337368035,0.082903663,0.933928141,0.97909393,Hol_evm.model.scaffold13347.1,NA,NA,0.97909393
8762,81.12227598,-0.068065654,0.821382651,-0.082867167,0.933957161,0.97909393,Hol_evm.model.scaffold13671.4,Rab-like protein 6,Dcor_evm.model.hic_scaffold_10_pilon.422,0.97909393
9750,138.3787862,0.058138143,0.701284381,0.082902379,0.933929163,0.97909393,Hol_evm.model.scaffold15441.1,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,Dcor_evm.model.hic_scaffold_2_pilon.415,0.97909393
4249,1904.554782,-0.046369683,0.560518057,-0.082726475,0.934069033,0.979120035,Hol_evm.model.scaffold05724.4,hypothetical protein,Dcor_evm.model.hic_scaffold_1_pilon.230,0.979120035
5214,720.469624,0.046996562,0.57111109,0.082289702,0.934416343,0.979232055,Hol_evm.model.scaffold07578.4,CLIP-associating protein 1-B,Dcor_evm.model.hic_scaffold_9_pilon.1149,0.979232055
7056,174.2433014,-0.089878579,1.092563726,-0.082263924,0.934436842,0.979232055,Hol_evm.model.scaffold10657.1,Vanin-like protein 2,Dcor_evm.model.hic_scaffold_9_pilon.72,0.979232055
9420,1241.627102,0.053748467,0.652836506,0.082330671,0.934383766,0.979232055,Hol_evm.model.scaffold14984.1,T-complex protein 1 subunit beta,Dcor_evm.model.hic_scaffold_10_pilon.1009,0.979232055
175,13.66175792,-0.096328711,1.176273582,-0.081893118,0.934731707,0.979449885,Hol_evm.model.scaffold00137.20,-,NA,0.979449885
8287,38.95282593,-0.074149166,0.907316799,-0.081723568,0.934866537,0.979499997,Hol_evm.model.scaffold12494.3,Putative phosphoenolpyruvate synthase,Dcor_evm.model.hic_scaffold_2_pilon.525,0.979499997
5448,533.1968548,-0.070815607,0.867763551,-0.081607031,0.93495921,0.979505936,Hol_evm.model.scaffold07862.20,NSUN2,NA,0.979505936
7787,1691.708999,-0.049783923,0.612070064,-0.081336967,0.935173976,0.979548625,Hol_evm.model.scaffold11715.21,26S proteasome regulatory subunit 7,Dcor_evm.model.hic_scaffold_1_pilon.662,0.979548625
9527,254.7347333,-0.048744687,0.598735986,-0.081412656,0.935113785,0.979548625,Hol_evm.model.scaffold15153.2,G protein-coupled receptor kinase 2,Dcor_evm.model.hic_scaffold_3_pilon.471,0.979548625
1237,999.827353,-0.042840998,0.529350439,-0.080931259,0.93549662,0.979613148,Hol_evm.model.scaffold01591.8,"Coenzyme Q-binding protein COQ10 homolog B, mitochondrial",Dcor_evm.model.hic_scaffold_3_pilon.303,0.979613148
8741,1003.905034,0.042939618,0.530278776,0.080975554,0.935461394,0.979613148,Hol_evm.model.scaffold13565.5,Vacuolar protein sorting-associated protein 37B,Dcor_evm.model.hic_scaffold_2_pilon.596,0.979613148
10849,695.4507855,0.048053931,0.592620722,0.081087159,0.935372638,0.979613148,Hol_evm.model.scaffold17796.9,Protein C12orf4,Dcor_evm.model.hic_scaffold_8_pilon.54,0.979613148
4715,203.1067571,0.10270921,1.273819486,0.080630899,0.935735492,0.979750951,Hol_evm.model.scaffold06535.2,Adenylate kinase isoenzyme 5,Dcor_evm.model.hic_scaffold_5_pilon.90,0.979750951
6777,261.5983529,0.05141604,0.638336426,0.080546931,0.935802272,0.979750951,Hol_evm.model.scaffold10029.6,NA,NA,0.979750951
